Instrumento;Link Externo;UF;Municipio;CNPJ;Nome Proponente;Modalidade;Emenda;Objeto;Situacao;Natureza Juridica;Inicio Vigencia;Fim Vigencia; Valor Global ;Valor Empenhado; Valor Liberado ;Valor de Contrapartida; Total em Movimentacoes Financeiras ; Saldo em conta ; Vl Devolvido ;PC Informatizada;Relatorios de Execucao;Acao de Monitoramnto;Percental  Exec;Parecer Financeiro;Grau de Prioridade;Acao de Analise de PC;Data Limite para Apresentar PC;Data de Envio da  PC;Dias de Atraso Envio da PC;Status de Execucao;Analise de Equipamentos;Percentual de Evolucao da Analise;Parecer Tec -Merito;Pareceres Incluidos na Plataforma;Execucao  Financeira Concedente  e Convenente;Devolucao de Saldo p Uniao;Resto a Pagar ;Tecnico / Analista;Processo SEI;Nota de Risco;Limite Toler  Risco;Faixa de Risco;Data de Vinculo Fiscal ;Dias apos Envio da PC;ANOTACOES OBS;Ano;Ingresso de $; ALERTA de Execucao Financeira ; ALERTA Sem Desembolso ; ALERTA Sem Pgt + 150 Dias ; Acordao  TCU1203 ; GRAU DE PRIORIDADE ;
979594;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2117736&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Administração Pública Municipal;28/11/2025;29/09/2028; 2.224.723,00 ; 2.224.723,00 ; -   ; -   ; 1.213.516,00 ; 720.418,89 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;28/11/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 68,98%   |  Convenente: 63,76%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000156932202501;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
980071;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2125600&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;26/11/2025;20/05/2027; 237.606,00 ; 200.000,00 ; 171.909,00 ; 37.606,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;19/07/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000156940202540;-;;;Sem Vínculo;-;0;2025;32.324,40;Até 90 dias;Até 90 dias;Não;NÃO;INDEFINIDO;*
980073;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2125599&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08667206000181;INSTITUTO SAO JOSE;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;24/12/2025;23/12/2028; 1.000.000,00 ; 1.000.000,00 ; 689.823,60 ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;21/02/2029;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;609642025;-;;;Sem Vínculo;-;0;2025;1.213.516,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
980074;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2125602&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;18/12/2025;11/06/2027; 501.683,00 ; 500.000,00 ; -   ; 1.683,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;10/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;613002025;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
983540;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2144459&Usr=guest&Pwd=guest;PB;LUCENA;11516231000179;FUNDO MUNICIPAL DE SAUDE DE LUCENA;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;24/12/2025;23/12/2029; 976.300,00 ; 976.300,00 ; -   ; -   ; -   ; 361.074,64 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;21/02/2030;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 66,83%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000186484202562;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
983703;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2145183&Usr=guest&Pwd=guest;PB;SOUSA;05626697000124;FUNDO MUNICIPAL DE SAUDE DE SOUSA;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Consórcio Público;12/12/2025;05/06/2027; 1.464.366,00 ; 1.464.366,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;04/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;628092025;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
984122;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2144480&Usr=guest&Pwd=guest;PB;UIRAÚNA;00684095000100;ASSOC DE PROTECAO ASSIST SAUDE E EDUCACAO DE UIRAUNA PB;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;18/12/2025;11/06/2027; 531.787,00 ; 500.000,00 ; 334.156,00 ; 31.787,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;10/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;25000198475202514;-;;;31/12/2028;-;0;2025;21.244,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
984602;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2148409&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;18/12/2025;11/06/2027; 1.499.100,00 ; 976.562,00 ; -   ; 522.538,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;10/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;656272025;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
985653;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2149653&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;17/12/2025;10/06/2027; 1.938.009,00 ; 1.800.000,00 ; -   ; 138.009,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;09/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000211679202558;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
987739;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2154691&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Administração Pública Municipal;30/12/2025;30/12/2029; 3.352.160,00 ; 3.352.160,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;28/02/2030;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000214510202550;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
988228;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2154594&Usr=guest&Pwd=guest;PB;SUMÉ;02471378000107;CONSORCIO INTERMUNICIPAL DE SAUDE DO CARIRI OCIDENTAL;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;19/12/2025;12/12/2027; 299.998,00 ; 299.998,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;10/02/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000214547202588;-;;;Sem Vínculo;-;0;2025;0,00;Até 90 dias;Até 90 dias;Não;NÃO;INDEFINIDO;*
988722;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2156895&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;05623324000108;FUNDACAO DE OLHOS DA PARAIBA - FOP;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Administração Pública Estadual ou do Distrito Federal;29/12/2025;22/06/2027; 200.000,00 ; 200.000,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;21/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;F. GONDIM;25000214555202524;-;;;31/12/2027;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
988833;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2156933&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Administração Pública Municipal;31/12/2025;31/12/2029; 301.202,00 ; 300.000,00 ; -   ; 1.202,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2030;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;673582025;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
988835;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2156938&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;26/12/2025;19/06/2027; 1.400.643,00 ; 1.250.000,00 ; -   ; 150.643,00 ; -   ; 101.265,02 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;18/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 48,75%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000218195202530;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
989064;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2158854&Usr=guest&Pwd=guest;PB;SÃO BENTO;02015756000130;FUNDO MINICIPAL DE SAUDE;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;26/12/2025;19/06/2027; 8.493.091,00 ; 5.716.100,00 ; -   ; 2.776.991,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;18/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000222141202579;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
989482;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2158811&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;26/12/2025;19/06/2027; 206.208,00 ; 206.208,00 ; 100.526,72 ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;18/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;690892025;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
990300;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2161419&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA IMPLEMENTAÇÃO E OPERACIONALIZAÇÃO DOS LABORATÓRIOS DA NOVA ESTRUTURA DO NUTES;Em execução;Administração Pública Municipal;31/12/2025;29/09/2028; 12.160.280,00 ; 12.160.280,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;28/11/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000221712202558;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
990315;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2162528&Usr=guest&Pwd=guest;PB;MAMANGUAPE;08674396000164;FUNDO MUNICIPAL DE SAUDE DE MAMANGUAPE;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Administração Pública Municipal;31/12/2025;31/12/2029; 3.352.366,00 ; 3.352.200,00 ; -   ; 166,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2030;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000221715202591;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
990635;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2161017&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;31/12/2025;24/06/2027; 1.141.318,00 ; 1.141.318,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;23/08/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000221725202527;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
990637;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2161015&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Administração Pública Municipal;31/12/2025;31/12/2029; 621.128,00 ; 621.128,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2030;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;696442025;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
990640;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2161003&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Administração Pública Municipal;31/12/2025;31/12/2029; 1.430.948,00 ; 1.430.948,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2030;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;698292025;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
991026;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2163716&Usr=guest&Pwd=guest;PB;AMPARO;08612869000107;FUNDO MUNICIPAL DE SAUDE DE AMPARO-PB;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Administração Pública Municipal;29/06/2026;00/01/1900; 963.544,00 ; 963.544,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;18/08/2029;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000225693202539;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
991237;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2164087&Usr=guest&Pwd=guest;PB;SANTA RITA;08694222000163;FUNDO MUNICIPAL DE SAUDE DE SANTA RITA;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Administração Pública Municipal;23/06/2026;00/01/1900; 1.988.084,00 ; 1.404.290,00 ; -   ; 583.794,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;21/08/2029;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;701442025;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
991477;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2164071&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE;Em execução;Organização da Sociedade Civil;28/05/2026;00/01/1900; 2.999.144,00 ; 2.999.144,00 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;18/01/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;701462025;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
991614;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2165105&Usr=guest&Pwd=guest;PB;PIANCÓ;04827493000199;FUNDO MUNICIPAL DE SAUDE;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;03/06/2026;00/01/1900; 16.279.676,00 ; 5.895.224,77 ; -   ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;24/01/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;236822026;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
991616;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=2165107&Usr=guest&Pwd=guest;PB;PRINCESA ISABEL;10473821000107;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PRINCESA ISABEL;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;03/06/2026;00/01/1900; 11.270.000,00 ; 7.662.835,00 ; -   ; 3.607.165,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;24/01/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;236892026;-;;;Sem Vínculo;-;0;2025;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;*
